biotools_id,name,description,homepage,topics,functions,tool_type,license,cost,maturity,language,url,publications
ps2-v3,(PS)2 - v3,"Automated homology modeling server. The method uses an effective consensus strategy by combining PSI-BLAST, IMPALA, and T-Coffee in both template selection and target-template alignment. The final three dimensional structure is built using the modeling package MODELLER.",http://ps2v3.life.nctu.edu.tw/,Molecular modelling,Protein sequence analysis; Protein structure prediction,Web application,,,,,http://ps2v3.life.nctu.edu.tw/,10.1093/nar/gkv454
ps2,(PS)2-v2: Protein Structure Prediction Server,"(PS)2 Protein Structure Prediction Server performs automated homology modeling by combining PSI-BLAST, IMPALA, and T-Coffee for template selection and target-template alignment. The final three-dimensional (3D) structure is built using RAMP or MODELLER.",http://ps2.life.nctu.edu.tw,Molecular modelling,Protein modelling; Protein secondary structure prediction; Protein structure prediction; Protein super-secondary structure prediction,Web application,,,,,http://ps2.life.nctu.edu.tw,10.1093/nar/gkl187
1433pred,14-3-3-Pred,"Webserver that predicts 14-3-3-binding sites by combining predictions from three different classifiers: ANN, PSSM and SVM.",http://www.compbio.dundee.ac.uk/1433pred,Binding sites,Protein binding site prediction; Protein sequence analysis,Web application,,,,,http://www.compbio.dundee.ac.uk/1433pred,10.1093/bioinformatics/btv133
2DProt,2DProts,A database including visualizations of protein secondary structure via 2D diagrams. The 2D diagrams are based on whole protein family and they take into account 2D structure of the protein family members.,https://2dprots.ncbr.muni.cz/,Structural biology,Topology diagram drawing,Web API,Freeware,Free of charge,Emerging,,https://2dprots.ncbr.muni.cz/,
2dx,2DX,"A software system designed as a user friendly, platform-independent software package for electron crystallography.",http://www.2dx.unibas.ch/,Structural biology,Image analysis,Command-line tool,,Free of charge,,,http://www.2dx.unibas.ch/,10.1016/j.jsb.2006.07.020
cbct-backprojection,3D Cone beam CT (CBCT) backprojection,MATLAB tool for 3D Cone beam CT (CBCT) backprojection and iterative reconstruction.,https://www.mathworks.com/matlabcentral/fileexchange/35548-3d-cone-beam-ct-cbct-projection-backprojection-fdk-iterative-reconstruction-matlab-examples,Biophysics,Image analysis,Library,,Free of charge (with restrictions),,MATLAB,https://www.mathworks.com/matlabcentral/fileexchange/35548-3d-cone-beam-ct-cbct-projection-backprojection-fdk-iterative-reconstruction-matlab-examples,
3d-ct-mri-images,3D CT MRI images interactive sliding viewer,"An interactive tool for users to browse through sagittal, axial and coronal views of CT/MRI images.",https://www.mathworks.com/matlabcentral/fileexchange/29134-3d-ct-mri-images-interactive-sliding-viewer,Biophysics,Image analysis,Library,,Free of charge (with restrictions),,MATLAB,https://www.mathworks.com/matlabcentral/fileexchange/29134-3d-ct-mri-images-interactive-sliding-viewer,
3d-free-form-image-registration-toolbox-gui,3D Free Form Image Registration Toolbox (GUI),A toolbox for performing image registrations on 4D RTOG files or any other volumetric image.,https://www.mathworks.com/matlabcentral/fileexchange/21017-3d-free-form-image-registration-toolbox-gui,Biophysics,Image analysis,Library,,Free of charge (with restrictions),,MATLAB,https://www.mathworks.com/matlabcentral/fileexchange/21017-3d-free-form-image-registration-toolbox-gui,
3d-beacons,3D-Beacons,The 3D-Beacons Network provides unified programmatic access to experimentally determined and predicted structure models.,https://3d-beacons.org,Molecular modelling; Structural biology,,Web service,Apache-2.0,Free of charge,Emerging,"Python, JavaScript",https://github.com/3D-Beacons/3d-beacons-front-end,10.1101/2022.08.01.501973
3d-dart,3D-DART,A web server for generation of 3D-structural DNA models with a defined conformation by providing control over both ‘global’ and ‘local’ conformational features.,https://milou.science.uu.nl/services/3DDART/,Structural biology,Molecular dynamics; Nucleic acid structure analysis; Structure visualisation,Web application,,Free of charge,Mature,,https://milou.science.uu.nl/services/3DDART/,10.1093/nar/gkp287
3d-e-chem,3D-e-Chem-VM,Structural Cheminformatics Research Infrastructure in a Freely Available Virtual Machine.,http://3d-e-chem.github.io/3D-e-Chem-VM/,Cheminformatics,Peptide database search; Protein function analysis; Protein structure analysis,Desktop application,,,,"R, Java, Python",http://3d-e-chem.github.io/3D-e-Chem-VM/,10.1021/ACS.JCIM.6B00686
3d-footprint,3D-Footprint,"3D-footprint provides estimates of binding specificity for all protein-DNA complexes available at the Protein Data Bank. The web interface allows the user to: (i) browse DNA-binding proteins by keyword; (ii) find proteins that recognize a similar DNA motif and (iii) BLAST similar DNA-binding proteins, highlighting interface residues in the resulting alignments. Comparisons with expert-curated databases RegulonDB and TRANSFAC support the quality of structure-based estimates of specificity.",http://floresta.eead.csic.es/3dfootprint,Binding sites,Database comparison; Molecular docking; Protein comparison; Protein model validation,Database portal,,,,"C++, Perl",http://floresta.eead.csic.es/3dfootprint,10.1093/nar/gkp781
3d-fun,3D-Fun,Software for predicting enzyme function from structure rather than sequence. Users input protein coordinates in PDB format to which all known protein structures are compared by 3D structural superposition. Superposition results are displayed through interactive graphics.,http://3dfun.bioinfo.pl,Molecular modelling,Protein model validation; Protein modelling; Protein structure assignment; Protein structure comparison; Protein structure prediction,Web application,,,,,http://3dfun.bioinfo.pl,10.1093/nar/gkn308
3d-qsar,3d-qsar,"3D-QSAR is a web portal that brings 3-D QSAR to all electronic devices-the Py-CoMFA web application as tool to build models from pre-aligned datasets.

The underlying idea of any field-based 3-D QSAR is that differences in a target propriety, e.g., biological activity, are often closely related to equivalent changes in shapes and intensities of noncovalent calculated interaction surrounding the molecules (also called molecular interaction fields, MIFs).",http://www.3d-qsar.com,Cheminformatics; Medicinal chemistry; Molecular modelling,Molecular docking; Regression analysis; Standardisation and normalisation,,,,,Python,http://www.3d-qsar.com,10.1007/S10822-019-00231-X
3dgene,3DGene,"3DGene is a database and visualization tool that provides predicted 3D conformations of active genes in GM12878 human lymphoblastoid cells, generated using the e-HiP-HoP framework.  The database offers interactive visualizations and downloadable simulation data, revealing insights into gene structure and regulatory networks.",https://3dgene.igc.ed.ac.uk,Biophysics,Gene prediction; Molecular dynamics; Network analysis; Scaffolding; Visualisation,,,,,,https://3dgene.igc.ed.ac.uk,10.1016/J.XGEN.2024.100698
3dgt-ddi,3DGT-DDI,3D graph and text based neural network for drug-drug interaction prediction.,https://github.com/hehh77/3DGT-DDI,Drug discovery; Pharmacology,Network analysis; Relation extraction; Small molecule design,Command-line tool,Apache-2.0,,,Python,https://github.com/hehh77/3DGT-DDI,10.1093/bib/bbac134
3diana,3DIANA,3DIANA (3D Domain Interaction Analysis) is a web based environment designed to integrate bioinformatics-like information for the analysis of protein interactions and quaternary structure modellling,http://3diana.cnb.csic.es/,Molecular modelling,Protein interaction analysis; Protein quaternary structure prediction,Command-line tool,,,,,http://3diana.cnb.csic.es/,10.1016/j.bpj.2015.11.3519
3dligandsite,3DLigandSite,3DLigandSite is a web server for the prediction of ligand binding sites. Ligands bound to similar protein structures as the query structure are used to predict the binding site.,http://www.sbg.bio.ic.ac.uk/3dligandsite,Binding sites,Protein binding site prediction; Protein structure prediction; Protein-ligand docking,Web application,,,,Java,http://www.sbg.bio.ic.ac.uk/3dligandsite,10.1093/nar/gkq406
3dmem-enzyme,3DMem-enzyme,"This is an in-house code of the FORTH/ICE-HT Laboratory of Simulation of Advanced Materials and Processes, Patras, Greece, providing a reliable 3D reconstruction and simulation of a membrane bioreactor for lactose hydrolysis with immobilized enzymes. The membrane model is coupled to a macroscopic model of a single membrane fiber unit to produce lactose concentration profiles, lactose consumption predictions, and performance index estimates.",http://www.iceht.forth.gr/staff/burganos.html,Biophysics,Molecular dynamics; Molecular model refinement; Protein modelling; Protein property calculation,Script,,,,,http://www.iceht.forth.gr/staff/burganos.html,10.1016/j.memsci.2016.11.013
3dmol,3Dmol.js,"Object-oriented, webGL based JavaScript library for online molecular visualization – No Java required! With 3Dmol.js, you can add beautifully rendered molecular visualizations to your web applications.",http://3dmol.csb.pitt.edu/,Molecular modelling,Structure visualisation,Desktop application,BSD-3-Clause,,,JavaScript,https://github.com/3dmol/3Dmol.js,10.1093/bioinformatics/btu829; 10.1021/acs.jchemed.0c00579
3drs,3DRS,"3DRS, a web-based tool to share interactive representations of 3D biomolecular structures and Molecular Dynamics trajectories",https://mmb.irbbarcelona.org/3dRS/,Structural biology,Structure visualisation; Trajectory visualization,Web application,Apache-2.0,Free of charge,Emerging,"JavaScript, PHP",https://github.com/gbayarri?tab=repositories&q=3drs,
3Dscript,3Dscript,Creates high-quality 3D/4D animations using a natural-language based syntax.,https://imagej.net/3Dscript,Molecular dynamics,Protein property calculation; Visualisation,Desktop application,BSD-2-Clause,Free of charge,Mature,Java,https://github.com/bene51/3Dscript,10.1038/s41592-019-0359-1
3dtf,3DTF,"3D Transcription Factor (3DTF) is a web-server for the analysis of protein-DNA binding sites. It calculates the positional weight matrix (PWM), representing the DNA-binding specifity of the protein.",http://gene-regulation.com/pub/programs/3dtf/,Binding sites,Peak calling; Protein binding site prediction; Protein modelling; Protein-nucleic acid binding site analysis; Transcription factor binding site prediction,Web application,,,,,http://gene-regulation.com/pub/programs/3dtf/,10.1093/nar/gks551
a-hiot,A-HIOT,A method that simultaneously identifies and optimizes hit/lead molecules by integrating chemical- and protein-space-driven architectures and stands for an automated-hit identification and optimization tool (A-HIOT).,https://gitlab.com/neeraj-24/A-HIOT,Drug discovery; Molecular modelling,Data retrieval; Dimensionality reduction; Virtual screening,Command-line tool,Not licensed,,,"R, Shell",https://gitlab.com/neeraj-24/A-HIOT,10.1186/s13321-022-00630-7
a3fe,A3FE,"A3FE is an open-source package implementing an automated workflow for alchemical absolute binding free energy calculations, designed to reduce computational cost and human intervention.",https://github.com/michellab/a3fe,Drug discovery,Standardisation and normalisation; Virtual screening,,,,,,https://github.com/michellab/a3fe,10.1021/ACS.JCTC.4C00806
aa-score,AA-Score,A command line tool for protein-ligand binding affinity prediction,https://github.com/xundrug/AA-Score-Tool,Drug discovery; Molecular modelling,Hydrogen bond calculation; Salt bridge calculation; Virtual screening,Command-line tool,GPL-2.0,Free of charge (with restrictions),,Python,https://github.com/xundrug/AA-Score-Tool,10.1021/acs.jcim.1c01537
aaindexnc,AAindexNC,"AAindexNC is a bioinformatics tool and database that estimates the physicochemical properties of non-canonical amino acids derived from protein structures and the PDBechem databank, building upon the existing AAindex database.",https://aaindexnc.eimb.ru,Molecular modelling,Molecular docking; Protein property calculation; Protein secondary structure prediction; Protein structure prediction; Regression analysis,,,,,,https://aaindexnc.eimb.ru,10.3390/IJMS252312555
AAScatterPlot,AAScatterPlot,"Tool for looking at aligned nucleotide and amino acid sequences to observe variations in hydropathy index, volume, and charge of residues of a protein.",https://github.com/WhittakerLab/AAScatterPlot,Binding sites,Dot plot plotting; Scatter plot plotting; Sequence trimming,Desktop application,GPL-3.0,Free of charge,Mature,MATLAB,https://github.com/WhittakerLab/AAScatterPlot,10.1093/bioinformatics/btx203
ab-ligity,Ab-Ligity,Identifying sequence-dissimilar antibodies that bind to the same epitope.,http://opig.stats.ox.ac.uk/resources,Molecular modelling,Epitope mapping; Fold recognition; Genotyping; Molecular docking,Command-line tool,BSD-3-Clause,,,"Python, C++",http://opig.stats.ox.ac.uk/resources,10.1101/2020.03.24.004051
abadapt,AbAdapt,Approach to predicting antibody-antigen complex structures from sequence.,https://sysimm.org/abadapt/,Molecular modelling,Epitope mapping; Molecular docking; Peptide immunogenicity prediction; Side chain modelling,Web application,,Free of charge,,,https://sysimm.org/abadapt/,10.1093/bioadv/vbac015
abdev,AbDev,AbDev is a machine learning tool for predicting 12 biophysical properties of monoclonal antibodies using variable region sequences. It combines deep learning (DeepSP) with machine learning techniques and offers a web application interface for predictions.,https://devpred.onrender.com/AbDev,Biophysics; Molecular dynamics,Aggregation; Molecular dynamics; Phasing,,,,,,https://devpred.onrender.com/AbDev,10.1021/ACS.MOLPHARMACEUT.4C00804
abdpred,ABDpred,Prediction of active antimicrobial compounds using supervised machine learning techniques.,http://clinicalmedicinessd.com.in/abdpred/,Compound libraries and screening; Medicinal chemistry,Aggregation; Antimicrobial resistance prediction; Network analysis,Web application,,Free of charge,,,http://clinicalmedicinessd.com.in/abdpred/,10.4103/ijmr.ijmr_1832_22
abeem_solver,ABEEM Solver,"Calculates partial atomic charges for small organic molecules, drug-like molecules.",http://ncbr.muni.cz/~svobodova/eem_abeem,Cheminformatics; Computational chemistry,Structure analysis,Command-line tool,,Free of charge,Legacy,C,http://ncbr.muni.cz/~svobodova/eem_abeem,10.1002/jcc.20344
abemap,AbEMap,Web server for the prediction of antibody epitopes.,https://abemap.cluspro.org/,Molecular modelling,Backbone modelling; Epitope mapping; Peptide immunogenicity prediction; Protein-protein docking; Side chain modelling,Web application,,Free of charge,,,https://abemap.cluspro.org/,10.1038/s41596-023-00826-7
aboria,Aboria,Aboria is a powerful and flexible C++ library for the implementation of particle-based numerical methods. The particles in such methods can represent actual particles (e.g. Molecular Dynamics) or abstract particles used to discretise a continuous function over a domain (e.g. Radial Basis Functions).,https://github.com/ElsevierSoftwareX/SOFTX-D-17-00029,Molecular dynamics,Molecular dynamics,Command-line tool,BSD-3-Clause,,,"C++, Python",https://github.com/ElsevierSoftwareX/SOFTX-D-17-00029,10.1016/j.softx.2017.07.002
abs-scan,ABS-Scan,Performs alanine scanning mutagenesis for a given protein-ligand complex.,http://proline.biochem.iisc.ernet.in/abscan/,Molecular modelling,Prediction and recognition; Sequence motif recognition,Web service,,,,PHP,http://proline.biochem.iisc.ernet.in/abscan/,10.12688/f1000research.5165.2
ac-caps,AC-Caps,AC-Caps is a deep learning method used for predicting the RBP binding sites on lncRNA chains.,https://github.com/JinmiaoS/AC-Caps,Binding sites,Binding site prediction; Fold recognition; Network analysis; Sequence feature detection,,,,,Python,https://github.com/JinmiaoS/AC-Caps,10.1007/S12539-020-00379-3
acda,ACDA,Implementation of an augmented drug synergy prediction algorithm.,https://github.com/TheJacksonLaboratory/drug-synergy,Pharmacology,Regression analysis; Small molecule design; Visualisation,Library,MIT,Free of charge,,Python,https://github.com/TheJacksonLaboratory/drug-synergy,10.1093/bioadv/vbad051
acegen,ACEGEN,"ACEGEN is a toolkit for generative drug design built using TorchRL, streamlining reinforcement learning for molecular generation. It offers a comprehensive and tested approach, validated through benchmarking and applied in multiple drug discovery case studies, and is available under the MIT license.",https://github.com/acellera/acegen-open,Drug discovery; Molecular modelling,Sequence assembly; Small molecule design; Visualisation,,MIT,,,,https://github.com/acellera/acegen-open,10.1021/ACS.JCIM.4C00895
acfis_2.0,ACFIS 2.0,Improved web-server for fragment-based drug discovery via a dynamic screening strategy.,http://chemyang.ccnu.edu.cn/ccb/server/ACFIS2/,Drug discovery; Molecular modelling; Pharmacology,Molecular dynamics; Protein modelling; Virtual screening,Web application,,Free of charge,,,http://chemyang.ccnu.edu.cn/ccb/server/ACFIS2/,10.1093/nar/gkad348
ACID-docking,ACID,A free tool for drug repurposing using consensus inverse docking strategy.,http://chemyang.ccnu.edu.cn/ccb/server/ACID,Medicinal chemistry; Molecular modelling; Pharmacology,Protein-ligand docking; Protein-protein docking; Visualisation,Web application,,Free of charge,,,https://github.com/fwangccnu/ACID,10.1186/s13321-019-0394-z
acms,aCMs,The Ambivalent Covariance Models are stochastic homology search tools that support more than one consensus secondary RNA structures.,http://bibiserv2.cebitec.uni-bielefeld.de/acms,Molecular modelling,Nucleic acid structure prediction,Command-line tool,,,,,http://bibiserv2.cebitec.uni-bielefeld.de/acms,10.1186/s12859-015-0569-1
acnpd,ACNPD,"The Database for Elucidating the Relationships Between Natural Products, Compounds, Molecular Mechanisms, and Cancer Types. 
ACNPD is an online tool that provides users with a quick search of the pharmacological mechanisms of natural anti-cancer products. The database contains 10 common cancer types, XXX compounds, XXX pharmacological mechanisms, involving PI3K/Akt, PI3K/Akt/mTOR, Wnt/ β-catenin and other signaling pathways. The web interface allows users to query related queries in a variety of ways.",http://www.acnpd-fu.com/,Pharmacology,Database search; Text mining,Web application,,,,,http://www.acnpd-fu.com/,10.3389/FPHAR.2021.746067
acoustilytix,Acoustilytix,A Web-Based Automated Ultrasonic Vocalization Scoring Platform.,http://acoustilytix.com/,Drug discovery,Data retrieval,Web application,,,,,http://acoustilytix.com/,10.3390/BRAINSCI11070864
acp-capspred,ACP-CapsPred,"ACP-CapsPred is a computational framework using capsule networks to identify anticancer peptides and predict their functional activities across different cancer types. The tool integrates protein language models, evolutionary information, and physicochemical properties to expedite ACP development.",https://github.com/Cpillar/ACP-CapsPred,Drug discovery; Molecular modelling,Essential dynamics; Network analysis; Peptide identification,,,,,,https://github.com/Cpillar/ACP-CapsPred,10.1093/BIB/BBAE460
acpype_md,ACPYPE,The ACPYPE web server for small-molecule MD topology generation.,https://bio2byte.be/acpype/,Biophysics; Molecular dynamics,Forcefield parameterisation; Molecular dynamics; Visualisation,Web application,GPL-3.0,Free of charge,,Python,https://github.com/alanwilter/acpype,10.1093/bioinformatics/btad350
acpype,ACPYPE,A tool based on Python to use Antechamber to generate topologies for chemical compounds and to interface with others python applications like CCPN tools or ARIA.,http://code.google.com/p/acpype/,Structural biology,Structure analysis,Command-line tool,,Free of charge,,Python,http://code.google.com/p/acpype/,10.1186/1756-0500-5-367
acrnet,AcrNET,Predicting anti-CRISPR with deep learning.,https://proj.cse.cuhk.edu.hk/aihlab/AcrNET/,Molecular modelling,Protein function prediction; Residue contact prediction,Web application,,Free of charge,,Python,https://github.com/banma12956/AcrNET,10.1093/bioinformatics/btad259
actseek,ActSeek,"ActSeek is a computer vision-inspired program that searches structural databases, particularly Alphafold, for proteins with active sites similar to a seed protein. It aims to identify proteins with desired active site environments for applications like enzyme discovery and drug target identification.",https://github.com/vttresearch/ActSeek,Binding sites,Residue distance calculation; Small molecule design; Structural similarity search,,,,,,https://github.com/vttresearch/ActSeek,10.1093/BIOINFORMATICS/BTAF424
ad-enm,AD-ENM,Analysis of Dynamics of Elastic Network Model (AD-ENM) predicts the conformational changes a given protein structure can undergo.,http://enm.lobos.nih.gov,Molecular dynamics,Metabolic network modelling; Protein flexibility and motion analysis; Protein modelling; Protein structure prediction,Web application,,,,Java,http://enm.lobos.nih.gov,10.1016/j.str.2005.01.017; 10.1016/j.jmb.2004.12.020; 10.1073/pnas.2235686100
adastra,ADASTRA,The database of Allelic Dosage-corrected Allele-Specific human Transcription factor binding sites provides a genomic map of allele-specific binding at hundreds thousands single-nucleotide polymorphisms constructed by meta-analysis of thousands of ChIP-Seq experiments.,https://adastra.autosome.org,Binding sites,Data handling,Database portal,,Free of charge,Mature,,https://adastra.autosome.org,10.1038/s41467-021-23007-0
adcdb,ADCdb,ADCdb: The database of antibody-drug conjugates.,https://idrblab.org/adcdb/,Drug discovery,Database search; Query and retrieval; Side chain modelling,Database portal,CC-BY-NC-4.0,Free of charge,,,https://idrblab.org/adcdb/,10.1093/nar/gkad831
addgene,Addgene,Addgene is an nonprofit online database for plasmids and plasmid associated information.,https://www.addgene.org/,Drug discovery; Pharmacology,,Database portal,,,,,https://www.addgene.org/,10.1038/nbt.2177
addictedchem,AddictedChem,AddictedChem is a base of controlled substances and a platform for predicting NPS.,http://design.rxnfinder.org/addictedchem/prediction/,Drug discovery; Toxicology,Data retrieval; Database search; Metabolic pathway prediction; Scaffolding; Virtual screening,Web application,Other,Free of charge,,,https://zenodo.org/record/6508755,10.3390/molecules27123931
AdditiveChem,AdditiveChem,"A comprehensive bioinformatics knowledge-base for food additive chemicals.

A comprehensive food additive database.

Supported search options:Text query, Structure, Fragment, Similarity, MCS.

Food additives are considered to be the catalysts and headstones of the modern food industry, affecting every step of food production, processing, and storage.

Fields searchable in this way are:CAS number,JECFA number,FEMA number,CoE number,Name,InChI,InChI key,INS",http://www.rxnfinder.org/additivechem/,Toxicology,Database search,,,,,,http://www.rxnfinder.org/additivechem/,10.1016/J.FOODCHEM.2019.125519
adenosiland,Adenosiland,"Adenosiland represents the first attempt of an integrated bioinformatics and chemoinformatics web-resource dedicated to adenosine receptors. This informatics platform provides a wide-ranging of structure based and ligand based query functions to facilitate the exploration of adenosine receptor structures from primary sequences to three-dimensional architectures. Here, we present an overview of Adenosiland platform describing the most valuable searching tools and their functionalities.",http://mms.dsfarm.unipd.it/Adenosiland/,Cheminformatics,Protein structure analysis,Web application,,,,,http://mms.dsfarm.unipd.it/Adenosiland/,10.1016/j.ejmech.2012.10.022
adepth,Adepth,Adepth web server provides both depth and height representation of an atom in a macromolecule; it is capable of computing isosurfaces for atomic depths and presenting graphical view of marcomolecular shape at some distance away from the surface.,http://biodev.cea.fr/adepth,Molecular modelling,Molecular docking; Molecular surface calculation; Residue distance calculation,Web application,,,,,http://biodev.cea.fr/adepth,10.1093/nar/gkt299
adera2.0,Adera2.0,A Drug Repurposing Workflow for Neuroimmunological Investigations Using Neural Networks.,https://github.com/michel-phylo/ADERA2.0,Drug discovery,Network analysis; Parsing; Text mining,Desktop application,MIT,Free of charge,,Python,https://github.com/michel-phylo/ADERA2.0,10.3390/MOLECULES27196453
adme,ADME,Validating ADME QSAR Models Using Marketed Drugs.,https://opendata.ncats.nih.gov/adme/,Drug discovery,Protein solubility prediction; Quantification; Validation,Web application,,,,,https://opendata.ncats.nih.gov/adme/,10.1177/24725552211017520
admetlab,ADMETlab,"Provides a user-friendly, freely available web interface for systematic ADMET evaluation of chemical compounds based on a comprehensive database consisting of 288,967 entries.",http://admet.scbdd.com/,Cheminformatics; Molecular modelling,Molecular model refinement,Web application,,,,,http://admet.scbdd.com/,10.1186/s13321-018-0283-x
admetopt2,ADMETopt2,Chemical Rules for Optimization of Chemical Mutagenicity via Matched Molecular Pairs Analysis and Machine Learning Methods.,http://lmmd.ecust.edu.cn/admetsar2/admetopt2/,Cheminformatics; Drug discovery,Small molecule design; Validation,Web application,,Free of charge,,,http://lmmd.ecust.edu.cn/admetsar2/admetopt2/,10.1186/s13321-023-00707-x
adopt,ADOPT,Intrinsic protein disorder prediction through deep bidirectional transformers.,https://adopt.peptone.io/,Biophysics,Protein disorder prediction; Protein secondary structure prediction (coils); Protein structure validation; Residue contact prediction; Small molecule design,Library,MIT,Free of charge,,Python,https://github.com/PeptoneLtd/ADOPT,10.1093/nargab/lqad041
ADRAlert,ADRAlert,Broad-Spectrum Profiling of Drug Safety via Learning Complex Network.,http://www.bio-add.org/ADRAlert/,Medicinal chemistry; Pharmacology,Modelling and simulation; Molecular docking; Pathway or network prediction; Standardisation and normalisation,Command-line tool,,,,"Java, Python",https://github.com/anhnda/ADRPModels,10.1002/cpt.1750; 10.1093/bib/bbz140
afal,AFAL,Web service for profiling amino acids surrounding ligands in proteins.,https://structuralbio.utalca.cl/AFAL/index.html,Binding sites,Protein binding site prediction,Web application,,,,,https://structuralbio.utalca.cl/AFAL/index.html,10.1007/S10822-014-9783-6
afse,AFSE,An integrated web-based platform for molecular modeling and screening,http://noveldelta.com/AFSE,Medicinal chemistry; Molecular modelling,Feature extraction; Transmembrane protein prediction; Virtual screening,Web application,Not licensed,Free of charge,,,http://noveldelta.com/AFSE,10.1093/BIB/BBAC077
agmata,AgMata,Accurate prediction of protein beta-aggregation with generalized statistical potentials.,https://bitbucket.org/bio2byte/agmata,Biophysics,Aggregation; Fold recognition; Residue contact prediction,Command-line tool,,,,Python,https://bitbucket.org/bio2byte/agmata,10.1093/BIOINFORMATICS/BTZ912
ahoj,AHoJ: Apo Holo Protein Search,"Webserver & command-line tool for search and alignment of APO (unbound) protein structures from HOLO (bound) forms and vice versa. Features: customizable search of Apo-Holo pairs in the PDB, alignment to the query structure, batch mode for fast parallel dataset processing, visualization via Molstar and PyMol, public documented REST-API.",http://apoholo.cz/,Binding sites,Data retrieval; Database search; Small molecule design,Web application,,Free of charge,Emerging,Python,https://github.com/cusbg/AHoJ-project,10.1093/bioinformatics/btac701
ahtpdb,AHTPDB,"Manually curated database of experimentally validated Antihypertensive peptides (AHTPs) with comprehensive information  that includes: sequence, inhibitory concentration (IC50), log value of inhibitory concentration (pIC50) and toxicity.",https://webs.iiitd.edu.in/raghava/ahtpdb/,Pharmacology,Annotation; Data handling,Database portal,,,,,https://webs.iiitd.edu.in/raghava/ahtpdb/,10.1093/nar/gku1141
AICD,AICD,Anti-Inflamamtory Compounds Database for drug discovery.,http://956023.ichengyun.net/AICD/index.php,Drug discovery,Deposition; Essential dynamics; Principal component visualisation,Web application,CC-BY-4.0,Free of charge,Mature,,http://956023.ichengyun.net/AICD/index.php,10.1038/S41598-019-44227-X
aidrug2cov,AIdrug2cov,AIdrug2cov is a network representation learning-based methodology to discover drug mechanism and anti-inflammatory response for patients with COVID-19.,https://github.com/pengsl-lab/AIdrug2cov,Drug discovery; Pharmacology,,Script,,,,Python,https://github.com/pengsl-lab/AIdrug2cov,10.26434/CHEMRXIV.12531314.V2
aidrugapp,AIDrugApp,Artificial Intelligence-based Web-App for Virtual Screening of Inhibitors against SARS-COV-2.,https://sars-covid-app.herokuapp.com/,Medicinal chemistry; Molecular modelling,Virtual screening; Visualisation,Web application,,,,Python,https://sars-covid-app.herokuapp.com/,10.26434/CHEMRXIV.13312661.V1
aiida,AiiDA,"Sophisticated framework designed from scratch to be a flexible and scalable infrastructure for computational science. Being able to store the full data provenance of each simulation, and based on a tailored database solution built for efficient data mining implementations, AiiDA gives the user the ability to interact seamlessly with any number of HPC machines and codes thanks to its flexible plugin interface, together with a powerful workflow engine for the automation of simulations.",https://www.aiida.net/,Cheminformatics; Computational chemistry,Service composition,Command-line tool,MIT,,,Python,https://github.com/aiidateam/aiida_core,10.1186/s13321-017-0242-y; 10.1038/s41597-020-00638-4
ailde,AILDE,"AILDE (Auto In Silico Ligand Directing Evolution) server is developed according to the CSO (Computational Substitution Optimization) protocol, which was designed to automatically perform computational substitution, energy minimization, and binding affinity evaluation. Auto In Silico Ligand Directing Evolution to Facilitate the Rapid and Efficient Discovery of Drug Lead.",http://chemyang.ccnu.edu.cn/ccb/server/AILDE,Computational chemistry; Drug discovery; Molecular modelling,Heat map generation; Scaffolding; Virtual screening,Web application,,,,"Python, C++, Shell",https://github.com/fwangccnu/AILDE,10.1016/J.ISCI.2020.101179
aimee,AIMEE,A novel framework integrating AI model and enzymological experiments promotes identification of SARS-CoV-2 3CL protease inhibitors and activity-based probe.,https://github.com/SIAT-code/AIMEE,Drug discovery,Feature extraction; Molecular docking; Small molecule design,Workbench,Apache-2.0,Free of charge,,Python,https://github.com/SIAT-code/AIMEE,10.1093/BIB/BBAB301
cryoet,Ais,"Ais is a segmentation suite for cryo-electron tomography data designed to be fast, intuitive, and accessible. It offers comprehensive annotation, segmentation, and rendering functionality and is available on GitHub.",http://aiscryoet.org,Biophysics,Backbone modelling; Peptide database search; Visualisation,,,,,,http://aiscryoet.org,10.7554/ELIFE.98552
aiscaffold,AIScaffold,"AIScaffold is a web-based tool for scaffold diversification using the deep generative model. AIScaffold can perform large-scale diversification in several minutes and recommend the top 500 molecules. Features such as site-specific diversification are also supported. This tool can facilitate the scaffold diversification process for medicinal chemists, thereby accelerating drug design.",https://iaidrug.stonewise.cn/,Medicinal chemistry,Scaffolding; Virtual screening; Visualisation,Web application,,,,,https://iaidrug.stonewise.cn/,10.1021/ACS.JCIM.0C00867
aiupred,AIUPred,AIUPred is a web server and downloadable package that predicts intrinsically disordered protein regions using a combination of energy estimation and deep learning techniques. It builds upon the original IUPred server and scores among the top three single-sequence-based methods.,https://aiupred.elte.hu,Biophysics,Binding site prediction; Protein disorder prediction; Protein secondary structure prediction (coils); Visualisation,,,,,,https://aiupred.elte.hu,10.1093/NAR/GKAE385
aladyn,ALADYN,Web server aligns pairs of protein structures by comparing their internal dynamics and detecting regions that sustain similar large-scale movements. Input is the structure files of two proteins.,http://aladyn.escience-lab.org,Molecular dynamics,Protein modelling; Protein structure analysis; Protein structure comparison; Protein structure prediction,Web application,,,,Java,http://aladyn.escience-lab.org,10.1093/nar/gkq293
